,2007,2008,2009,2010,2011,2012,2013
absent_grade_9_school_transport_issue,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_am_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_pm_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_med_legal_all_day,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_med_legal_pm,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_pm_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_med_legal_all_day,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_med_legal_all_day,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_suspension_in_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_early_dismiss_approved,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_early_dismiss_approved,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_medical,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_not_counted_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_pm_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_med_legal_pm,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_med_legal_am,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_CANNOT_FIND_CHECK_VALUES,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_CANNOT_FIND_CHECK_VALUES,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_not_counted_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_med_legal_all_day,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_med_legal_pm,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_med_legal_am,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_field_trip,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_med_legal_pm,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_tardy_excused,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_medical,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_suspension_out_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_left_early,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_med_legal_pm,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_departed_will_return,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_missing_desc,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_tardy_excused,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_field_trip,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_departed_will_return,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_CANNOT_FIND_CHECK_VALUES,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_CANNOT_FIND_CHECK_VALUES,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_tardy_medical,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_med_legal_am,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_alternative_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_absence_unexcused,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_medical,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_not_counted_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_not_counted_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_departed_will_return,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_am_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_left_early,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_suspension,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_suspension_out_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_not_counted_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_missing_desc,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_suspension_out_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_am_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_college_day,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_school_transport_issue,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_tardy_excused,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_early_dismiss,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_am_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_suspension,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_CANNOT_FIND_CHECK_VALUES,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_court,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_arrive_late_not_tardy,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_arrive_late_not_tardy,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_school_transport_issue,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_court,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_arrive_late_not_tardy,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_alternative_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_alternative_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_suspension,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_left_early,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_suspension_out_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_alternative_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_left_early,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_suspension_in_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_medical,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_medical,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_suspension_out_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_arrive_late_not_tardy,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_jdc,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_court,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_no_power,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_missing_desc,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_am_absent,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_tardy_medical,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_field_trip,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_jdc,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_alternative_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_missing_desc,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_departed_will_return,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_missing_desc,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_jdc,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_departed_will_return,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_suspension_in_school,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_home_instruction,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_home_instruction,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_home_instruction,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_home_instruction,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_no_power,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_religious,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_religious,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_tardy_medical,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_court,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_jdc,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_no_power,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_no_power,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_religious,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_religious,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_jdc,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_mat_child,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_court,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_testing,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_suspension_educated,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_suspension_educated,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_college_day,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_mat_child,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_home_instruction,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_expulsion,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_proportion_unexcused,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_proportion_unexcused,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_proportion_unexcused,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_8_proportion_unexcused,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_9_proportion_unexcused,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_suspension_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_suspension_educated_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_suspension_in_school_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_5_suspension_out_school_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_suspension_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_suspension_in_school_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_6_suspension_out_school_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_suspension_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_suspension_educated_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_suspension_in_school_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
absent_grade_7_suspension_out_school_binary,0.9982332155477032,1.0,0.9948275862068966,0.5109797297297297,0.5625479662317728,0.6294194674814492,0.6585072231139647
